well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse
944f36b9,1.8600041667643095,3.8491454729219843,-4.928255550442366,-14.774364962739247,-0.21862284096930817,3.959418594770946
94d813a4,-27.420198171057752,32.74742533530511,-12.537952139277019,-7.0367037974538285,-0.9291427925627533,31.973467334928586
95c8427f,-17.88758270709034,19.675308312792215,1.1868060589012674,-10.501509747196042,-1.81831484624187,18.03811275283947
96b7eea1,5.213580641344276,5.794710759949232,-1.29300660523887,-19.260544346200657,0.34615678821359924,5.485350002844036
992c99e8,-7.111093516493422,11.644683799533865,-0.4322161207101515,-12.370341247995741,0.7069089260204868,12.089341255087588
99529c45,-18.048604123130897,19.127452000953085,3.0850473323212757,-8.087246122310063,4.764098186660368,23.675444999628574
9a8ae0d6,-1.5726431611541274,5.61003449709087,4.518617047200198,-6.119801367553659,2.0302208914003748,6.479190530260023
9a95e33f,-27.378608565693114,29.761145101467882,2.3074126966768795,-11.807413160763353,1.954254539965496,31.568250010611678
9ab94eeb,-6.520477642832147,8.1595414002177,-1.2344470044264868,-8.318892180249641,-0.45441843503207835,7.801189747963044
9b5b61c1,0.40492921374279356,3.5726865945629904,-2.9389555437408696,-12.302873721943344,-0.15391769957706325,3.593387219234154
9c350a6a,12.411185843280457,16.45951641725604,1.3014284705137114,-6.6485293652643085,-0.2938646507634137,16.682219717701358
9c8375f7,-0.5215902192194691,6.023215787675926,,,-4.449684046992262,7.17195881108602
9d5e14d4,-21.606575567019302,24.812026337592858,1.750510728510089,-10.908679815246277,3.597217185118298,28.00042343138449
9def2eb2,1.6487130586535044,6.40564039347005,-3.4965008196470526,-15.075037414851435,0.8759989169526599,6.237873134768446
9efc812e,3.379089577393574,6.0043384553124115,-2.9108770434259448,-10.204185411535848,0.13913106141577397,5.92715489076736
a3518960,-5.339444586445934,7.333556886157608,-3.529497084291866,-12.171703273115162,-1.6992826781278798,6.206622819984492
a4719920,1.6794834151438691,5.238198934605314,-0.45390386012539263,-17.101007382001093,1.1823174793393996,4.986505540404192
a48640d9,9.684565842807833,10.843622101145309,1.8838010309910933,-12.5384532363257,3.680477664499411,7.735786938746451
a4f989c2,-7.494838328427754,8.57603328883446,-1.5692440867946502,-16.97642735183005,-0.5174083477849543,8.127747199359678
a612d5a0,11.251640898427922,12.705345380417006,3.2653726292122482,-15.995769327298216,0.9972033236965537,11.831308816126647
a645da9a,-0.7110740216137705,8.454150918166679,-1.0237889511394331,-16.326747202332452,-0.5908107867019456,8.425052209250458
a6f967fb,-10.602598673259473,11.30735222662381,-7.041647966832217,-9.17323924134772,-5.236314929760871,6.651174104356308
a76db406,-0.6040924585167314,2.9147161633452416,,,-0.7984950810276714,2.8580474093458275
a79fd2e7,-9.248023547605973,12.165698199129643,-8.628365351953242,-8.835247966296887,0.14347798483337276,12.275120128497298
a85e4bc3,-1.4998738104836085,7.005252167998857,-8.351764629665883,-16.158653905441525,-3.4133216979042262,7.105295159791262
a959858c,40.49242073096331,43.01398852799778,13.889381152333852,-23.860253379013706,10.315451729114208,33.48457153036142
a9c9b150,0.3786337332082665,2.262721370851955,0.7246770663710821,-12.352454224685303,1.4523471454059236,2.475763516518051
aa95015b,-0.10330805408615956,3.8364363357643447,5.600846372136674,-6.967692810852213,0.5130040329103309,3.884251767446448
aaeffccb,1.310451720765894,3.697660581135814,4.344773747562634,-11.01915948943531,3.5874606235819564,4.140069999930826
ab112491,18.826774520029463,22.634280925417375,-7.276548246007462,-10.836424593932625,-3.772802859942549,25.857380608562238
ab6fe95d,3.648481850447305,6.392132490478354,3.612004201590795,-13.212892125961158,-1.7971637071246822,7.563266060471699
ac6f01d5,-8.30575678252901,10.952724862482745,-0.09818331593450647,-10.882142628361528,-0.8589520028516073,10.316563750074849
ad2133a8,-15.498793076797444,20.27165409906581,1.930058414278126,-12.452030202065778,1.766231371826013,21.65198471933624
add9c322,-7.869742894518293,8.93106570012947,-2.2509953169123658,-13.917920636878785,-0.6547062787783502,8.359894418034589
ae35f33a,2.092140418480661,3.5408690619308363,0.3230408165511201,-11.728814743785954,-0.8882580877222255,4.128374672782418
aed44918,8.901952430728715,9.59781749263218,-1.0628783784967022,-14.672291589995801,0.5275848937828341,9.110618814699697
b04b58a3,-1.8712986057613417,11.407299525146241,-3.0974949840117336,-14.339246558533615,-1.325352193336763,11.266001130379703
b19b0395,-9.976509743498418,11.613471968522317,-1.1452680791426824,-8.193417858775074,-0.2979313984882952,11.358559031938155
b32e4903,4.6463320749628805,6.551271719332197,-5.4800411074782645,-16.62619431788422,0.21751441959393253,6.39884249018559
b4d8dd4f,4.399466296626985,14.539273555143795,-1.9457924503105306,-6.949933709383529,-0.21535917258803994,14.60588189488934
b585b4fa,3.8885666520024653,9.055120746512578,1.2524860989864623,-3.5169065932025587,1.8741236581602947,8.42212809818838
b85f7b06,0.4621286818346791,1.6000661573409865,3.5415982641609562,-9.059225626086363,4.7401748139323026,4.544043078322761
b95e7121,-18.136501328564293,18.456276451727774,-12.448523667709956,-21.241795476182993,-7.866377928416574,10.82482769728267
ba48188d,-36.43551107492732,45.488258543578446,7.343053295224916,-4.544326448038754,8.407910159998965,52.46491805091529
bb2cdd83,6.082667320120528,7.336542783038547,-3.096408020606998,-8.467209149071538,0.7740326346153414,6.70877190730451
bb682ebd,15.235118490764698,17.369707184058147,-0.37627900132366227,-14.505282239443572,1.9479180729505432,15.68909134320547
bcebcc5f,9.05775663621614,10.67948682893667,7.412845971161576,-14.831232016761298,-0.707653203145866,11.285907716228497
bd4ae5da,-10.645981032956763,12.198275414725037,-3.8087042023077244,-10.790411985289222,-2.492173396867718,10.096810877982968
bd6f0e19,8.743801161557114,9.045709390202342,4.3875204740409455,-5.98701917728051,4.6420108435369904,4.711208277304765
bd8f847e,-4.26890102740144,8.505284541936346,-7.479445678249987,-11.662569860306757,-1.8644801773125756,7.7393532534631175
be063506,-2.478311256934469,3.189420030997365,0.269804184256544,-1.743544721163253,1.2118942283802172,4.200951079424898
be35c8f2,1.3060495704897421,4.936835419602974,,,-2.1601075701071806,5.889042689859048
bf70b410,-11.882822599374064,20.535239029737415,-4.421315814850093,-9.501153531602535,-2.0190752468676703,19.436771360344995
c03fba65,-16.071349203339913,18.659603542672766,-4.7457942675920695,-1.697464354667495,-5.1393265596619635,14.470717267500119
