repeat,outer_fold,well,typewell_profile_hash,n_rows,base_sse,typewell_sse,ordered_sse,joint_sse
1,3,d4f60a28,7b50fce1678de7ccf597236383ab1fa3709930f21a42d6f4eb2421cf4bfbc6e4,4501,185943.45033373134,145465.46637364375,208381.4200154076,172926.65771660075
1,2,d50c649a,44fe52a4d1bf29e0ff7012f43bce2668f70e80d030c0e5df3a3dcbe2ec582d59,4873,116025.7567272418,215642.32199640863,141778.51996878698,235409.7727622325
1,1,d543916f,08a3d7c2e6a0c2fa30e3562354033c1c64ff2628734817a8e17ee4bf6cc44bf6,4799,481561.77410360123,414535.2709932757,400406.4160896341,357120.14189837856
1,3,d5df0ff5,57b466762c6ff8c308df95700e215fb6cfefeafcf87770023af3e8e305e9e2ee,4032,521168.93066682975,163637.75413200073,316810.898596248,83021.66178069092
1,1,d60430e6,9d69b4708cfd3d149a66a1cdd0a7f935f35fedcbe523e0ec0f10e487fb14378c,2511,27949.22924794657,38409.76301081505,66057.53092524415,80166.5835889724
1,4,d63196fe,64c4f7513420bcfd6d7ef0976e984ed199a9004089b0f5cdaef88dc544019445,4510,996268.6480704136,1075734.2534305335,1194557.4601665412,1253936.9633171025
1,2,d6c320d9,7b416baba3c11c3d9602c01d03df2adf1d4039354363ba7edd8d9ced2c5693a8,5452,379977.96887615527,191211.6524617861,548694.2689980092,303482.6410851135
1,0,d6dd7330,775b1ef3091f7b6c38b8758c0acbcf59956b7c5b8f5c7d6f9663fb5bdefb8ad7,6193,614810.7654570123,400885.4643625829,504336.8322264549,347711.4392047063
1,2,d7ba4f9d,b318bbb467c7b8e145d3258523b5689007534716c6e26bd21cfa7688bde820d6,6023,351544.035921399,139935.81833296144,246323.47955932986,112355.8540644304
1,1,d7eb0be8,825ddd438f2fef9e77a1ce78bb50f81fa13ef416264a1b55b6291f20c2fec415,5401,4271527.777335728,4146545.9016001225,3862271.8183561694,3779554.4693667497
