well,oracle_shift,base_rmse,tw_delta,prefix_delta,ridge_correction,ridge_rmse,ordered_rmse
a4f989c2,-5.677304194488207,6.697383004483917,-1.325704496278427,-16.93199117758707,0.07803924420553016,6.763662786486548,6.169226787045429
a612d5a0,10.628003058375672,12.075756938197488,5.741769116225609,-19.218758714012473,11.812946399192812,5.8543613949371895,12.708433407290272
a645da9a,-1.314431683764241,8.456133410182096,-4.772245597651454,-11.996580487285126,-1.1652384949315486,8.354682531796675,14.811450179184348
a6f967fb,-11.184239194999492,11.745175400853952,-10.107879753792629,-9.454043147383082,-2.7080276766104485,9.203700371608116,10.395516927711435
a76db406,-1.5471666817650713,2.7483456789179375,0.7336767620842346,-1.1993329577041105,4.886074519895879,6.822482802354007,2.4148662681972617
a79fd2e7,-9.534022725384881,12.271621703771771,-9.620038739190683,-4.076032554819532,-2.0179390912481217,10.778989892733568,11.35150912934217
a85e4bc3,-1.2281267676268144,6.427606980203673,-9.829947245368029,-13.82722790687272,-4.159603121033949,6.956966993251139,6.75136828756653
a959858c,39.744516304187854,41.918420189722774,16.059917770139073,-26.353006066062147,0.6954197517986478,41.25965725143748,40.27760883047371
a9c9b150,1.6715070162560688,2.2982554235938237,-1.372926079068826,-13.346311902869347,-0.0017333653858937481,2.299516397297383,1.724608252218694
aa95015b,-0.299193197190432,3.329506313122093,7.104855786551364,-6.917805833463348,-1.844556029804599,3.6584480321987276,3.052750157286368
aaeffccb,2.2227075859978513,4.077420757712112,1.775681390292251,-10.760368827404553,0.05846638498097606,4.045846141260267,3.934782302299386
ab112491,19.552127199280395,22.98351236696988,-7.825570330658964,-12.746110545059807,-2.005932249007968,24.71246830815948,23.79012076291078
ab6fe95d,2.148004388687069,5.210048084784902,2.566057047383146,-14.1223010533767,-0.10728791090699086,5.255189963127883,4.929020214076709
ac6f01d5,-7.112847671187287,9.814897912153558,-0.38206366507264394,-11.647205819987306,2.5807740686062437,11.819725947190621,8.772192660504707
ad2133a8,-16.429501014683066,20.760785221947202,3.7537338101745505,-13.24219206446394,2.569746625796446,22.848481576346355,19.89112242004899
add9c322,-8.604151903993506,9.535372307571766,-1.846395401347756,-13.450835870909401,-1.103020811795259,8.553295430379572,8.950471269130361
ae35f33a,1.5411019826436465,3.4742337392271727,1.3168463692355408,-11.88173957320135,-0.06156095641511383,3.5019756210045743,3.372862454560349
aed44918,7.353765454501609,8.289755960113045,2.9366402098990094,-16.37682440630277,5.470874514989148,4.264676518624414,8.437873802542558
b04b58a3,-2.7486427590310583,10.743125825559103,-7.2047804257421,-18.523992872779285,-3.6209192828320216,10.422119833363805,10.482087654491217
b19b0395,-10.339945760851084,11.966857341323081,-3.3147772443339756,-8.572444418180009,-1.440264944387128,10.746883963510966,11.838682576173685
b32e4903,3.691707001635107,5.5167621425846,-7.385411642062589,-19.2705175778896,-1.1233903064692314,6.323853733163716,4.581779405943287
b4d8dd4f,3.6991369226702293,11.924231282191457,1.148243408184879,-8.707383867308712,8.171064049656259,12.186131868956968,12.987668812236496
b585b4fa,1.766707860366649,7.174271572996917,-0.19311928600260742,-4.566982904768171,-1.9592196468351433,7.8886913824886316,6.467647256610464
b85f7b06,1.2192996706358787,2.1116678464699503,3.5910452850338674,-5.8033352698348315,2.34961940827263,2.0615703035049893,2.173057180251919
b95e7121,-21.741844695086748,22.295294005215606,-16.778696337001527,-20.112307032136115,-22.79036078070682,5.04695056598901,25.009063377472135
ba48188d,-37.74688677436382,46.89483692420052,4.911300572871206,-6.420653370712062,6.4031241954852405,52.18737143819874,47.47074372258627
bb2cdd83,4.0785116883047525,5.624213613409605,-2.374187160528691,-11.37623713266406,-3.3920007339079516,8.414634693678076,5.4392023284704285
